WARNING 2025-11-05 19:17:01,668 log 1 129685924927040 Not Found: /graphql
    raise ConnectionInterrupted(connection=client) from e
django_redis.exceptions.ConnectionInterrupted: Redis ConnectionError: Error 111 connecting to localhost:6379. Connection refused.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/asgiref/sync.py", line 552, in thread_handler
    raise exc_info[1]
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/core/handlers/exception.py", line 42, in inner
    response = await get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/asgiref/sync.py", line 552, in thread_handler
    raise exc_info[1]
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/core/handlers/base.py", line 253, in _get_response_async
    response = await wrapped_callback(
               ^^^^^^^^^^^^^^^^^^^^^^^
        request, *callback_args, **callback_kwargs
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/asgiref/sync.py", line 502, in __call__
    ret = await asyncio.shield(exec_coro)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/asgiref/current_thread_executor.py", line 40, in run
    result = self.fn(*self.args, **self.kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/asgiref/sync.py", line 556, in thread_handler
    return func(*args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/utils/decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/views/decorators/cache.py", line 80, in _view_wrapper
    response = view_func(request, *args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/contrib/admin/sites.py", line 449, in login
    return LoginView.as_view(**defaults)(request)
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/views/generic/base.py", line 105, in view
    return self.dispatch(request, *args, **kwargs)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/utils/decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/utils/decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/views/decorators/debug.py", line 143, in sensitive_post_parameters_wrapper
    return view(request, *args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/utils/decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/utils/decorators.py", line 192, in _view_wrapper
    result = _process_exception(request, e)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/utils/decorators.py", line 190, in _view_wrapper
    response = view_func(request, *args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/utils/decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/views/decorators/cache.py", line 80, in _view_wrapper
    response = view_func(request, *args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/contrib/auth/views.py", line 89, in dispatch
    return super().dispatch(request, *args, **kwargs)
           ~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/views/generic/base.py", line 144, in dispatch
    return handler(request, *args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/views/generic/edit.py", line 151, in post
    return self.form_valid(form)
           ~~~~~~~~~~~~~~~^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/contrib/auth/views.py", line 108, in form_valid
    auth_login(self.request, form.get_user())
    ~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/contrib/auth/__init__.py", line 187, in login
    request.session.cycle_key()
    ~~~~~~~~~~~~~~~~~~~~~~~~~^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/contrib/sessions/backends/base.py", line 432, in cycle_key
    self.create()
    ~~~~~~~~~~~^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/contrib/sessions/backends/db.py", line 70, in create
    self._session_key = self._get_new_session_key()
                        ~~~~~~~~~~~~~~~~~~~~~~~~~^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/contrib/sessions/backends/base.py", line 196, in _get_new_session_key
    if not self.exists(session_key):
           ~~~~~~~~~~~^^^^^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/contrib/sessions/backends/cached_db.py", line 77, in exists
    and (self.cache_key_prefix + session_key) in self._cache
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/core/cache/backends/base.py", line 301, in __contains__
    return self.has_key(key)
           ~~~~~~~~~~~~^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django_redis/cache.py", line 36, in _decorator
    raise e.__cause__  # noqa: B904
    ^^^^^^^^^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django_redis/client/default.py", line 738, in has_key
    return client.exists(key) == 1
           ~~~~~~~~~~~~~^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/redis/commands/core.py", line 1741, in exists
    return self.execute_command("EXISTS", *names, keys=names)
           ~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/redis/client.py", line 657, in execute_command
    return self._execute_command(*args, **options)
           ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/redis/client.py", line 663, in _execute_command
    conn = self.connection or pool.get_connection()
                              ~~~~~~~~~~~~~~~~~~~^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/redis/utils.py", line 196, in wrapper
    return func(*args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/redis/connection.py", line 2601, in get_connection
    connection.connect()
    ~~~~~~~~~~~~~~~~~~^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/redis/connection.py", line 846, in connect
    self.connect_check_health(check_health=True)
    ~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/redis/connection.py", line 863, in connect_check_health
    raise ConnectionError(self._error_message(e))
redis.exceptions.ConnectionError: Error 111 connecting to localhost:6379. Connection refused.
WARNING 2025-11-05 19:48:26,692 log 1 127483332363840 Not Found: /favicon.ico
WARNING 2025-11-05 19:58:24,197 log 1 127483332363840 Not Found: /favicon.ico
WARNING 2025-11-05 22:52:42,232 log 1 127483332363840 Not Found: /robots.txt
WARNING 2025-11-05 23:56:19,745 log 1 127483332363840 Not Found: /robots.txt
WARNING 2025-11-06 02:18:59,268 log 1 127483332363840 Not Found: /static/assets/css.css
WARNING 2025-11-06 02:19:00,987 log 1 127483332363840 Not Found: /static/assets/js/wow.js
WARNING 2025-11-06 02:19:01,003 log 1 127483332363840 Not Found: /static/assets/js/wow.min.js
WARNING 2025-11-06 02:19:02,734 log 1 127483332363840 Not Found: /World FX CO LTD_files/googlelogo_color_42x16dp.png
WARNING 2025-11-06 02:19:04,113 log 1 127483332363840 Not Found: /static/assets/css/fonts/UniSansThinCAPS.woff2
WARNING 2025-11-06 02:19:04,167 log 1 127483332363840 Not Found: /static/assets/css/fonts/UniSansHeavyCAPS.woff2
WARNING 2025-11-06 02:19:04,752 log 1 127483332363840 Not Found: /static/assets/css/fonts/UniSansThinCAPS.woff
WARNING 2025-11-06 02:19:04,953 log 1 127483332363840 Not Found: /static/assets/css/fonts/UniSansHeavyCAPS.woff
WARNING 2025-11-06 02:19:07,743 log 1 127483332363840 Not Found: /favicon.ico
ERROR 2025-11-06 02:19:39,952 log 1 127483332363840 Internal Server Error: /admin/login/
Traceback (most recent call last):
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django_redis/cache.py", line 29, in _decorator
    return method(self, *args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django_redis/cache.py", line 138, in has_key
    return self.client.has_key(*args, **kwargs)
           ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django_redis/client/default.py", line 740, in has_key
    raise ConnectionInterrupted(connection=client) from e
django_redis.exceptions.ConnectionInterrupted: Redis ConnectionError: Error 111 connecting to localhost:6379. Connection refused.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/asgiref/sync.py", line 552, in thread_handler
    raise exc_info[1]
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/core/handlers/exception.py", line 42, in inner
    response = await get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/asgiref/sync.py", line 552, in thread_handler
    raise exc_info[1]
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/core/handlers/base.py", line 253, in _get_response_async
    response = await wrapped_callback(
               ^^^^^^^^^^^^^^^^^^^^^^^
        request, *callback_args, **callback_kwargs
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/asgiref/sync.py", line 502, in __call__
    ret = await asyncio.shield(exec_coro)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/asgiref/current_thread_executor.py", line 40, in run
    result = self.fn(*self.args, **self.kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/asgiref/sync.py", line 556, in thread_handler
    return func(*args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/utils/decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/views/decorators/cache.py", line 80, in _view_wrapper
    response = view_func(request, *args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/contrib/admin/sites.py", line 449, in login
    return LoginView.as_view(**defaults)(request)
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/views/generic/base.py", line 105, in view
    return self.dispatch(request, *args, **kwargs)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/utils/decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/utils/decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/views/decorators/debug.py", line 143, in sensitive_post_parameters_wrapper
    return view(request, *args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/utils/decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/utils/decorators.py", line 192, in _view_wrapper
    result = _process_exception(request, e)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/utils/decorators.py", line 190, in _view_wrapper
    response = view_func(request, *args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/utils/decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/views/decorators/cache.py", line 80, in _view_wrapper
    response = view_func(request, *args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/contrib/auth/views.py", line 89, in dispatch
    return super().dispatch(request, *args, **kwargs)
           ~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/views/generic/base.py", line 144, in dispatch
    return handler(request, *args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/views/generic/edit.py", line 151, in post
    return self.form_valid(form)
           ~~~~~~~~~~~~~~~^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/contrib/auth/views.py", line 108, in form_valid
    auth_login(self.request, form.get_user())
    ~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/contrib/auth/__init__.py", line 187, in login
    request.session.cycle_key()
    ~~~~~~~~~~~~~~~~~~~~~~~~~^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/contrib/sessions/backends/base.py", line 432, in cycle_key
    self.create()
    ~~~~~~~~~~~^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/contrib/sessions/backends/db.py", line 70, in create
    self._session_key = self._get_new_session_key()
                        ~~~~~~~~~~~~~~~~~~~~~~~~~^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/contrib/sessions/backends/base.py", line 196, in _get_new_session_key
    if not self.exists(session_key):
           ~~~~~~~~~~~^^^^^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/contrib/sessions/backends/cached_db.py", line 77, in exists
    and (self.cache_key_prefix + session_key) in self._cache
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django/core/cache/backends/base.py", line 301, in __contains__
    return self.has_key(key)
           ~~~~~~~~~~~~^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django_redis/cache.py", line 36, in _decorator
    raise e.__cause__  # noqa: B904
    ^^^^^^^^^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/django_redis/client/default.py", line 738, in has_key
    return client.exists(key) == 1
           ~~~~~~~~~~~~~^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/redis/commands/core.py", line 1741, in exists
    return self.execute_command("EXISTS", *names, keys=names)
           ~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/redis/client.py", line 657, in execute_command
    return self._execute_command(*args, **options)
           ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/redis/client.py", line 663, in _execute_command
    conn = self.connection or pool.get_connection()
                              ~~~~~~~~~~~~~~~~~~~^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/redis/utils.py", line 196, in wrapper
    return func(*args, **kwargs)
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/redis/connection.py", line 2601, in get_connection
    connection.connect()
    ~~~~~~~~~~~~~~~~~~^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/redis/connection.py", line 846, in connect
    self.connect_check_health(check_health=True)
    ~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^
  File "/home/emmidevcodes/.virtualenvs/venv/lib/python3.13/site-packages/redis/connection.py", line 863, in connect_check_health
    raise ConnectionError(self._error_message(e))
redis.exceptions.ConnectionError: Error 111 connecting to localhost:6379. Connection refused.
